followers,n
1423993739350057e3,10
1424047244039360500,11
1424055145726451700,10
1424065625295622100,16
1424075634540793900,12
1424076038691246e3,147
1424093355395387400,13
1424097266416197600,13
1424130519877525500,16
1424152354597789700,11
1424177422375833600,17
1424183279675191300,11
1424202340022857700,19
1424202592658370600,12
1424211101202493400,11
1424246843043631e3,16
1424271238243946500,21
1424275519223345200,12
1424285892118732800,14
1424293988228534300,41
1424302358020886500,12
1424304075814932500,10
1424316688493908e3,10
1424322440168149e3,24
1424332348007620600,12
1424333420436598800,21
1424340026612228e3,13
1424354782442045400,21
1424355528004808700,10
1424364982159003600,10
1424370704955359200,19
1424376676289597400,12
1424382592292425700,22
1424386581138452500,15
1424389331997925400,18
1424406783376887800,13
1424406857985273900,21
1424410722520506400,20
1424419095806677e3,17
1424432758881931300,14
1424450770557014e3,12
1424463115354267600,10
1424465981188018200,13
1424495595193053200,41
1424610422414614500,13
1424612753596092400,12
1424624701222137900,20
1424628744984187e3,22
1424640418302644200,12
1424642829041688600,16
1424643322086363100,90
1424655469717688300,102
1424662412045680600,13
1424663914521010200,57
1424682939057590300,18
1424687334604382200,10
1424713237128519700,13
1424713718932414500,32
1424715552946278400,11
1424719763213848600,129
142472003324314e4,19
142472038677683e4,31
1424725915666456600,11
1424727267733823500,14
1424732992900116500,13
1424733814421610500,17
1424734707787485200,31
1424738857900204e3,16
1424743931066077200,29
1424747401613557800,12
1424760230550904800,17
1424761246520336400,12
1424763052822605800,11
1424763656135450600,62
1424765036405346300,14
1424769121321898e3,24
1424777504720621600,11
1424779742193016800,18
1424784109994455e3,21
1424792246176698400,23
1424801146862985200,15
1424815353662742500,11
1424816910932267e3,17
1424840167727288300,40
1424847312606666800,12
1424866756389216300,16
1424868267030630400,10
1424878402700517400,37
1424894503421370400,10
1424903552506515500,16
1424911293044121600,10
1424920143633817600,11
1424964222644015e3,15
1424970867302412300,22
1424975630639276e3,17
1424982797048033300,13
1424985694896861200,16
1424986397518278700,13
1425004455465005e3,21
142500449832235e4,12
1425008688478183400,14
1425011052945760300,13
1425018056707874800,13
1425022994016055300,112
1425026462311239700,22
1425035690069446700,10
1425037351265489e3,11
1.4250462532898079e+18,12
1425060487797088300,16
1.4250641341320479e+18,10
1425066961046843400,13
1425084509758922800,19
1425086056421068800,25
1425111036584239e3,13
1425112608017993700,15
1425114293058654200,15
1425115928094724e3,10
1425116798702260200,17
1425125474775310300,78
1425126518427095e3,10
1425132518710329300,12
1.4251420737292001e+18,12
1425144185640923100,11
1425154502726983700,29
1425157078671315e3,12
1425169460521017300,16
1425169786808455200,12
1425170929752191e3,11
1425175900048461800,22
1425194684612288500,13
1425194989777260500,19
1425227567712415700,23
1425231615874240500,10
1425240824825192400,11
1425315456265691100,15
1425338282410401800,43
1425344738211795e3,22
142534553812011e4,14
1425348387893809200,11
1425351249587839e3,15
1425351584335155200,14
1425356144667762700,63
1425365473022169e3,11
1425378688145690600,16
1425383527969955800,23
1425402529425264600,22
1425411408771096600,20
1425415918859980800,13
1425418441977106400,33
1425441394072694800,14
1425442590447517700,12
1425453220453830700,20
1425453542324818e3,13
1425456462285914e3,16
1425458583177764900,14
1425465892767473700,31
1425473042021560300,11
1425476280926015500,11
1425486605490565e3,30
1425493690081030100,19
142549373028343e4,13
1425494459530285e3,10
1425500480990503e3,10
1425505485873111e3,13
1425514097366478800,28
1425514722477199400,12
1425518950092259300,12
1425529320450187300,11
142553874928341e4,11
1425545186013335600,13
14255602466432e5,23
1425648432962805800,13
1425663216462479400,15
1425675497246273500,13
142570144795034e4,11
1425714658942455800,12
1425718973254021e3,11
1425723172406575e3,17
1425723713920671700,21
1425744317289832400,15
1425768976148226e3,11
1425769342571008e3,19
1425769634347769900,16
142577773058347e4,12
1425780177796223e3,35
1425794205625077800,10
1425797012675571700,18
1425808896564793300,11
1425814565887963100,12
1425820727236644900,12
1425821183899885600,26
1425827994531025e3,42
1425828910680330200,20
1425835804711026700,13
1425842472513687600,19
1425860753584795600,10
1425863549553975300,20
1425866082376720400,22
1425872192324219e3,24
1425872620810080300,16
1425872766373351400,14
1425875463461875700,19
1425888982106349600,12
1425905842512142300,14
14259237707165e5,42
142592456468147e4,10
1425928770037461e3,10
1425952508799819800,35
1425985300875067400,11
1425998622299205600,11
1426017856077041700,10
1426055062485405700,54
1426059847842287600,576
1426079754663387100,51
1426082838416445400,10
1426084334709117e3,16
1426091698099269600,12
1426098265964093400,26
1426101048486334500,10
1426108813992673300,17
1426177954472730600,10
1426178094965182500,45
1426212741887451100,13
1426215275347726300,12
1426220256343822300,16
1426226433962254300,10
1426231558193746e3,10
1426231722530771e3,13
1426232948949463e3,10
1426233562156650500,10
1426238257340297200,15
14262641281094e5,12
1426264898342957e3,13
1426265482966012e3,11
1426267376836874200,11
1426280304780750800,15
1426293894766112800,31
1426306530249425e3,11
1426320586872131600,23
1426323896811364400,10
1426372552134467600,11
1426400367106044e3,13
1426402292690038800,33
1426404275144507400,11
1426405177951768600,21
1426405520513114e3,31
1426427328247341e3,12
1426477102702989300,10
1426486288362918e3,22
1426488353642487800,10
1426505631612166100,15
1426508152296575e3,13
1426514216077471700,14
1426524636590887e3,24
1426542745288646700,12
1426547706147844e3,11
1426594888011985e3,12
1426598831236522e3,19
1426600212848590800,16
1426607841868136400,119
1426614416343195600,15
1426621482277511200,88
1426626583603859500,34
1426651326826619e3,25
1426655484279468e3,17
1426659492020826e3,10
1426660132360966100,14
1426663810547523600,10
1426671548564394e3,14
1426673988068069400,15
1426734219687047200,18
1426756532264386600,11
1426760351425650700,11
1426771239666950100,26
1426772189005729800,10
1426802699039817700,10
1426843233473245200,29
1426867019073347600,103
1426867775440670700,32
1426896924779626500,13
1426909639027875800,11
1426915652690980900,21
1426932265297354800,11
1426945994290311200,32
1426957159435280400,15
1426976141957533700,18
1426981118746706e3,23
1426995409285746700,14
1426996404879249400,17
1427003069779349500,14
1427008712783417300,11
1427009017130459100,10
1427026178561519600,30
1427054470219931600,30
1427058074649432e3,16
1427062600383275e3,49
1427063638028951600,17
1427095780465291300,15
1427154447805960200,17
1427163966615310300,16
1427165352866242600,19
1427173423244103700,36
1427200046890631200,14
1427203374617878500,13
1427213540381937700,13
1427221982760800300,15
1427222883860877300,35
1427227497104613400,13
1427227637823455200,11
1427232801947099100,22
1427235779735031800,11
1427244757672210400,13
1427247661716066300,13
1427251093176717300,13
1427257236905238500,10
1427258081814188e3,10
1427259640002322400,18
1427268076236648400,11
1427268972194500600,27
1427270544601276400,14
1427273097581826e3,17
1427280396358664200,28
1427282836583862300,10
1427290389476745200,146
1427290580590207e3,13
1427291461385691100,26
1427295276432244700,12
1427302782583849e3,13
1427302852104540200,22
1427311481490706400,10
1427315210726031400,12
1427322861618929700,16
1427332720435335200,13
1427335219732963300,16
1427346754400407600,17
1427347689977561e3,11
1427358563366805500,10
1427359805858009e3,15
1427370690852892700,11
1427372320579063800,11
1427378514756612e3,11
1427380351626883e3,17
1427382110839623700,14
1427393273304342500,11
142749578371319e4,10
1427521280354529300,14
1427528570428141600,16
1427541258499723300,20
1427554317238743e3,11
1427554837328236500,14
1427554991536021500,23
1427565947804606500,13
1427583189564985300,13
1427589861360509e3,10
1427602580042100700,13
1427602902210826200,12
1427606341359751200,17
1427607811266076700,19
1427620617734574e3,22
1427623926264389600,13
1427624367513653200,24
1427646875763712e3,14
1427651091609555e3,15
1427654433870057500,20
1427661947219161e3,10
1427662581221793800,70
1427662762243731500,21
1427666352064581600,14
1427669367731495e3,20
142766939163904e4,10
1427676688054427600,39
1.4276847304352481e+18,16
1427689725385707500,13
1427690469904064500,18
1427698280461389800,24
1427704256359018500,11
1427708865035096e3,11
1427715732339667e3,16
1427717238535164e3,72
1427728597968728e3,14
1427734903291003e3,15
1427736160206524400,12
1427749360532705300,19
1427776200961843200,48
1427783258511708200,25
1427831240040886300,44
1427833080463626200,21
1427836446874943500,11
1427875359710761e3,30
1427885020757299200,11
1427893886152806400,15
1427950263118311400,10
1427955921611800600,24
1427964902841405400,32
1427966278304682e3,11
142797014692096e4,28
1427973214932766700,16
1427973971186700300,15
1427975628586983400,14
1427983435830808600,12
1428005209255649300,13
1428007908449607700,17
1428010230760329200,17
14280126821632e5,28
1428019248643903500,14
1428024091563470800,12
1428025486886715400,11
1428037979575095300,12
1428050912635936800,17
1428051958921846800,10
1428053991817154600,22
1428072012795326500,10
1428084459476295700,26
1428098017219993600,18
1428103807347695600,10
1428141876058673200,12
1428150095321645e3,10
1428180147161735200,13
1428199321770549200,28
1428238785842749400,14
1428253482285473800,19
1428280186081063e3,11
1428296643124793300,19
1428298312956928e3,12
1428334354745471e3,10
1428336290001469400,16
1428340858965872600,50
1428349516282011600,25
1428352285755674600,15
1428355566443786200,11
1428355844547043300,10
1428364384863088600,10
1428365494277443600,12
1428374734190825500,15
1428395434322628600,12
1428395609451552800,12
1428406191521243100,11
1428416102325964800,19
1428421737247559700,11
1428431292920651800,15
1428435481193234400,15
1428441230971654100,11
1428448351633219600,10
1428450600170176500,10
1428452284531347500,12
1428478378601062400,12
142853564537131e4,22
1428544014148636700,15
1428557339188240400,11
1428577017566478300,15
1428635848300503e3,16
1428645812247089200,12
1428658088844873700,20
1428660436505972700,17
1428665225826521e3,26
1428700378556731400,20
1428701127143563300,13
1428704901580869600,14
1428711772224172e3,10
1428765755265462300,11
1428768634520936400,27
1428793469674393600,25
1428793891675951e3,11
1428803597446361e3,29
1428810984152604700,25
1428946865354125300,14
1428984485652148200,14
1428990698896908300,19
1429010370623066e3,24
1429015593152401400,10
1429025431726985200,10
1429037486039257e3,12
1429041277757280300,11
1429045458731774e3,16
1429047663333449700,12
1429074325295046700,17
1429083818351374300,19
1429085028877799400,10
1429087160951525400,11
1429088978414755800,21
1429093969712058400,41
1429103235093123e3,12
1429104451101642800,14
1429108685712806e3,39
1429111347195879400,53
1429111443501330400,12
1429122527574601700,14
1429123565379588e3,10
1429126820335702e3,20
1429132520809971700,16
1429134223282167800,22
1429140824575680500,13
1429143143757320200,14
1429145793542467600,23
1429145994881556500,12
1429146348864082e3,28
1429164042795552800,33
1429174694381596700,16
1429194162352660500,17
1429205717832056800,27
1429209864308465700,16
1429229035834548200,100
1429238965148823600,99
1429341756584349700,10
1429345533546619e3,20
1429404424259125200,10
1429413953420071e3,11
1429414505054941200,25
1429424082089660400,19
1429425244415144e3,14
1429433327614824400,17
1429439760783843300,11
1429444789448102e3,12
1429459673204330500,18
1429460753556418600,13
1429473491934498800,10
1429474801563930600,11
1429477988899467300,26
1429478111108808700,14
1429487842393219e3,11
1429491788952318e3,22
1429512275065516e3,11
1429512902566977500,25
1429515963339354e3,10
1429529318976262100,11
1429560838470389800,18
1429563775615742e3,10
1429568508099285e3,11
1429578648370155500,10
1429579215666618400,17
1429604258966642700,56
1429629932104257500,10
1429712674489651200,10
1429724413235245e3,13
1429725679202062300,11
1429728924318187500,19
1429742238075166700,10
142974652291319e4,40
1429774498488897500,12
1429774611433070600,27
1429778109499330600,17
1429799353863004200,14
1429804549854924800,13
1429816086187450400,31
1429816477054607400,53
1429829016110895e3,12
1429839707958042600,23
1429843081633964e3,11
1429872035384250400,35
1429893610867236900,10
1429897424315814e3,11
1429913015378485200,10
1429919919303532500,20
1429953523438002200,15
1429993221229224e3,12
1430000827339575300,38
1430106672660373500,11
1430106929548963800,42
1430108031317053400,26
1430116178538737700,11
1430120545962573800,15
1430137450073149400,11
1430141729781567500,10
1430163614741188600,12
1430165138271768600,11
1430170798782812200,11
1430172156114219e3,24
1430173196771283e3,12
1430179177148391400,10
1430188744884228e3,16
1430194486760575e3,16
1430196865023238100,10
1430203023599579100,11
1430212570133246e3,19
1430218517962440700,11
1430219751612092400,13
1430222381218422800,12
1430238493394022400,23
1430254404746219500,20
1430261007608340500,17
1430261101070012400,10
1430266054769524700,15
1430272396599103500,17
1430276081945358300,14
1430277143318171600,10
1430300575594422300,15
1430301672069374e3,15
1430305987592921e3,11
1430339421228916700,12
1430400157992980500,26
1430406971371499500,33
1430424832693448700,29
1430433540894871600,10
1430435589216555e3,17
1430445426566705200,10
1430445974892261400,10
1430452041827111e3,16
1430460691463516200,10
1430464301681332200,11
1430475229021851600,33
1430499942297178e3,19
1430506556244779e3,10
1430509562180866e3,10
1430524543630811100,10
1430532322147934200,13
1430545512411897900,15
1430545625834213400,12
1430548008702259200,37
1430554196709978e3,19
1430556257174306800,11
1430557124132839400,92
1430561238988247e3,12
1430568096461430800,10
1430569489381445600,12
1430570439701565400,23
1430582887666098200,16
1430592019844456400,14
1430596701514047500,19
1430647990906245e3,11
1430659832923705300,11
1430687743244386300,10
1430688496788848600,10
1430747989530775600,10
1430756040623235e3,29
1430757083750846500,72
143078749846519e4,11
1430815877147070500,27
1430827157564141600,13
1430829837170655200,14
1430858935234355200,15
1430862156594036700,19
1430867108552917e3,10
1430876015706914800,16
1430884199339339800,10
1430887804200833e3,16
1430893733457784800,19
1430897117359317e3,16
1430899109456597e3,16
1430899835272454100,79
1430901599874916400,10
1430904186602856400,11
1430912253319164e3,12
1430926323711717400,12
1430929257430139e3,45
1430930288650211300,18
1430935058068631600,21
1430935945436700700,34
1430937605743521800,11
1430943143134965800,11
1430951538898387e3,13
1430951975152234500,20
1430953176019214300,14
1430962060079374300,14
1430990940655669200,14
1430992166785011700,12
1431003357049725e3,23
1431046385214886e3,20
1431150836776939500,79
1431158768310657e3,53
1431175656163979300,13
1431181063565500400,19
1431188199829868500,16
1431190559612457e3,32
1431205082826252300,34
1431236019186249700,11
1431239210149744600,17
1431251751970214e3,13
1431253210887594e3,18
1431263696198815700,17
1431270311593488400,12
1431270363682517e3,15
1431290335192359e3,10
1431293110328471600,22
1431299461263904800,12
1431300596720672800,22
1431312913109819400,31
1431319716514123800,108
1431354469053251600,23
1431354856795684900,10
143135595735595e4,19
1431360987681247200,12
1431363647708729300,12
1431375349959516200,13
1431395816955162600,12
1431413006160760800,14
1431430956649484300,15
1431490932369657900,15
1431498115920679e3,13
1431517301405331500,10
1431523983317426200,17
1431527646991630300,13
1431534408885022700,10
1431541316987543600,14
1431543981721231400,11
1431556533108752400,20
1431562257176088600,11
1431596171680788500,11
1431597131798831e3,46
1431605852918763500,14
1431613975201001500,10
1431649600163782700,14
1431652511291674600,10
1431661464297820200,10
1431662767388479500,17
1431667538606297e3,20
1431680842431090700,35
1431686925656674300,11
1431695794357342200,18
1431704702283026400,23
1431706735149002800,12
1.4317329776549601e+18,52
1431738424407601200,37
1431811769257824300,116
1431864114108846e3,13
1431900266043957200,59
1431918739767844900,16
1431933608315531300,10
1431943543803760600,11
1431984895232983e3,15
1431986002420191200,20
1431993679615561700,11
1432004482985074700,13
1432018026308702200,12
1432047364139782100,12
1432047503248068600,13
1432049416375050200,22
1432058688605413400,13
1432059653559627800,16
1432060723631468500,11
1.4320653847488799e+18,11
1432109172028477400,17
1432112446571954200,31
1432113563473174500,51
1432209695167631400,10
1432239633455267800,10
1432246584822177800,26
1432260420782469e3,17
1432265017794179e3,11
1432273709688098800,52
1432296196119408600,13
1432297850675908600,15
1432305800463147e3,13
1432348302977249300,16
1432357657067892700,22
1432364688814268400,22
1432372805681680400,11
1432375196510527500,22
1432379641994662e3,11
1432383369417986e3,10
1432393475950104600,25
1432411702897827800,46
1432424454693474300,15
1432439619354865700,11
1432439682177060900,10
1432440872113774600,50
1432448169623834600,10
1432483577644601300,15
1432489354174341e3,10
1432524203681534e3,15
1432576860307722200,21
1432586019388510200,11
1432595835292987400,35
1432604207601930200,20
1432608391596286e3,14
1432611394629914600,10
1432612445193912300,10
1432614502567235600,22
1432620229465624600,39
1432631945356353500,117
1432640674231423e3,19
1432646496650989600,12
1432648513771421700,18
1432651487725957e3,12
1432693516086349800,14
1432710028553859e3,12
143271777736269e4,33
1432718382600753200,11
1432719921193132e3,12
143272101423292e4,10
1432721099939360800,47
1432728276276031500,20
1432729334289162200,18
1432733421084741600,58
1432739142299947e3,12
1432760711420256300,29
1432764696378085400,10
1432765852156416e3,16
1432772008891359200,15
1432776396909199400,11
1432784935706841e3,18
1432785742296756200,10
1432811502780784600,27
1432839907559542800,32
1432917137761443800,30
1432952990168670200,11
1432959006839038e3,10
1432960875896447e3,13
1432984252178739200,16
1432985653768335400,18
1432991913024573400,20
1433001382504767500,15
1433002533912551400,15
1433003561798062e3,10
1433005150495514600,10
1433010273355509800,12
1433012786100162600,44
1433022153398669300,13
1433022594379288600,20
1433036551731171300,12
1433037039046467600,10
1433042026421948400,24
1433045199719125e3,17
1433045984855171e3,26
1433050640104689700,21
1433061107648901e3,10
1433067211053273e3,15
1433071298079600600,38
1433071805137399800,32
1433073994186608600,17
1433079359213084700,12
1433103985976746e3,12
143310551717453e4,10
1433105957102493700,20
1433119971257815e3,33
1433130068239392800,47
1433131334369689600,28
1433134801800900600,14
1433140968958664700,18
1433141025799803e3,14
1433149605835911200,15
1433154802737950700,11
143316316922103e4,17
1433163923608547300,18
1433176848616366e3,224
1433179634632376300,47
1433186533411012600,36
1433191631382065200,13
1433204140042227700,17
1433204628942884900,13
1433319783903137800,18
1.4333220952792801e+18,15
1433335748867068e3,10
1433340678713618400,13
1433353085280264200,10
1433358462617063400,14
1433360339316453400,21
1433364737341931500,15
1433365133821190100,14
1433389005639405600,22
1433394452958171100,11
1433395633151430700,10
1433406573150343200,12
1433415184966733800,17
1433436331162673200,19
1.4334363499112161e+18,19
1433447411163275300,16
1433455635761442800,17
1433464053427581e3,15
1433471780740546600,28
1433474111536259e3,13
1433477778180132900,32
1433495314518925300,12
1433502796104577e3,48
1433505903693738e3,19
1433513141233651700,21
1433528727846195200,16
1433529750362878e3,35
143353021512951e4,16
1433540120603357200,22
1433541186405421e3,38
1433549626238406700,18
1433667814192296e3,14
1433682196892725200,10
1433683369775222800,15
1433711194485969e3,37
1433720348684456e3,18
1433738407616917500,10
1433744621671174100,11
1433747492018004e3,42
1433751068253511700,11
1433760415113175e3,20
1433761940430545e3,11
1433788457919385600,12
1433793444921725e3,13
1433793628393123800,17
1433795048836112400,15
1433798500031115300,25
1433800881644974e3,17
1433817057343246300,12
1433830994767978500,14
1433835966125551600,89
1433842099418456e3,15
1433844338853879800,10
1433859641319075800,11
1433868731176951800,12
1433883301480173600,13
1433891692483125200,11
1433898581287739400,13
1433909081065017300,10
1433910521338777600,15
1433913160575164400,16
1433913630274240500,10
1433919622328332300,10
1433934422319980500,102
1434030621215629300,17
1434033361002041300,46
1434068339404513300,16
1434069241599348700,16
1434069855179878400,33
1434101740991926300,10
1434102694084546600,12
1434110056413474800,11
1434115245086318600,41
1434127535109988400,10
1434133177149317e3,16
1434133975145013200,13
1434159050132963300,10
1434159457081176e3,25
1434159680474034200,10
1434164155544658e3,246
1434168297453457400,17
1434170982168735700,14
1434172635034919e3,84
1434175788849447e3,11
1434187944554811400,10
1434188859366051800,11
1434204693580898300,17
1434214595078631400,19
1434215198240485400,25
1434239166640971800,13
1.4342430243940639e+18,10
1434253186500644900,18
1434277018997248e3,11
1434288036590796800,14
1434298246994792400,15
1434302321446604800,26
1434312757097209900,18
1434322156066943e3,19
1434335270032314400,11
1434410618665242600,15
1434412162676629500,12
1434412741905817600,10
1434429048298561500,18
1434434970488090600,22
1434450242322194400,10
1434468100435554300,12
1434471131394752500,11
1434471480272859100,51
1434474698117685200,20
1434484891090051e3,11
1434490283530625e3,13
1434501999060529200,10
1434511527139238e3,28
1434516236965138400,14
1434520914994114600,27
1434521751774507e3,24
1434532069632364500,19
1434541086253490200,12
1434547993248735200,10
1434548803353337900,12
1434551990634393600,12
1434575890374070300,12
1434585344796766200,11
1434600883195687e3,18
1.4346028288452321e+18,11
1434609417354367e3,21
1434619796591612e3,14
1434633886558982100,13
1434652123673895e3,20
1434713778361409500,14
1434732328518103e3,10
143476687319586e4,15
1434789475129901e3,10
1434791388198183e3,11
1434794539747790800,43
1434802496460005400,10
1434802967304093700,12
1434804089574068200,11
1434828301508436e3,15
1434841385606262800,10
1434845253652127700,52
1434854660796559400,10
1434855837214855200,18
1434858376421388300,16
1434867041677332500,13
1434880859119685600,11
1434886708986892300,10
1434893702422532e3,47
1434900634831052800,11
1434907061364592600,13
1434909957644763100,12
1434917523359731700,25
1434934751220076500,20
1434948636006289400,17
1434957610709655600,27
1434958592139042800,11
1434977184708546600,21
1434978271578439700,15
1434983368219889700,27
1434985693198098400,36
1434987848327995400,10
1435009337991303200,12
1435041496403783700,12
1435048222439903200,10
1435092935691939800,18
1435130804183654400,16
1435133721968058400,37
143516923774464e4,19
1435185912451829800,22
1435207921361694700,13
1435208262895476700,10
1435223096533860400,11
1435234787049054200,14
1435238898565845e3,10
1435243483359481900,13
1435245392476655600,21
1435249650890592300,56
1435250754684604400,11
1435251074810712e3,11
143525128547806e4,19
1435252868118888400,36
1435274700670873600,17
1435276592297779200,10
1435277805957308400,276
1435283476731908e3,20
1435285408460546e3,13
1435287664798875600,22
1435294302490538e3,10
1435299552878375e3,10
1435311055559970800,10
1435312151468691500,14
1435317110155227100,18
1435325612130963500,23
1435333742789341200,19
1435335845205119e3,10
1435336536472629200,14
1435355578344292400,42
1435364574157549600,11
1435384014441963500,13
1435410443049255e3,10
1435476091246948400,23
1435477265761149e3,10
1435480522046718e3,39
1435486070074921e3,16
1435498689615835100,10
1435528705468735500,46
1435536170314870800,20
1435551230739222500,19
1435556702829662200,21
1435561777534746600,10
1435567819513598e3,10
1435568722769371100,14
1435572020088037400,50
1435573111022313500,10
1435578109667991600,14
1435585952714535e3,11
1435587135885688800,27
1435606124665974800,11
1435623625009283e3,13
1435624960228266e3,21
1435636584578265e3,16
1435642594143441e3,12
1435645092577091600,13
1435662414855479300,12
1435663654251290600,12
1435668124137926700,10
1435672230395105300,14
1435679435806683100,11
1435684761402499e3,14
1435704426656899e3,11
1435714694254252e3,26
1435715747989364700,22
1435720351565164500,43
1435721665338650600,16
143572589681673e4,12
1435738513975218200,23
1435744459820576800,13
1435751521870913500,11
1435783746683392e3,10
1435788458790989800,16
1435805223868567600,20
1435858591806808e3,65
1435925334944272400,13
1435935911955640300,10
1435952436938776600,20
1435953051282677800,12
1435956986877677600,10
1435970213745414100,12
1.4359754938876641e+18,30
1435979963614830600,25
1435990248178208800,24
1435998695829483500,11
1436003288319672300,32
1436003455835967500,28
1436028193748684800,12
143604177570202e4,16
1436047209863254e3,10
1436057312419094500,22
1436063155948507100,13
1436079811617767400,10
1436081964637986800,20
1436083866352164900,16
1436087421062586400,10
1436101116811518e3,59
1436121014564446200,11
1436131385878646800,22
1436171597543624700,10
1436174179410354200,33
1436232569880817700,13
1436245387673841700,26
1436287559705972700,12
1436309551964381200,17
1436331027098636300,10
1436331568759517200,14
1436338483661090800,20
1436342377208234e3,17
1436343548178280400,14
1436414799622164500,33
1436429267785633800,11
1436437787167928300,20
1436440587637596200,10
1436443493510025200,28
1436455284671721500,26
1436456860769562600,11
1436492812992843800,12
1436501242902102e3,14
1436548443296653300,17
1436577001456947200,11
1436580991032778800,13
1436611670416167e3,25
1436651446724870100,11
1436657974186029e3,11
1436663337673179100,11
1436672793379213300,10
1436675962469507e3,42
1436688203176685600,15
1436692396507635700,11
1436712477631426600,11
1436725697062580200,29
1436728584568193e3,33
1436738355795009500,12
1436746427116441600,12
1436758373622558700,21
1436762728358719500,15
1436766884599406600,11
1436767202464698400,33
1436774408476143600,10
1436776372416962600,19
1436779105702359e3,23
1436791329288228900,13
1436792951259156500,24
1436796199638651e3,10
1436799084245946400,10
1436807645256683500,10
1436831166414344200,16
1436855458426413e3,19
1436867111457022e3,10
1436934666171322400,11
1436950783753339e3,30
1436953616057778200,12
1436966447603978200,22
1436978412493619200,12
1436984228936405e3,12
1436988099213549600,12
1436993136459489300,46
1436997496677576700,10
1436999973703405600,19
1437006410349486e3,13
1437014570334310400,11
1437017708223205400,10
1437024356102819800,15
1437026037553057800,45
1437030439148036e3,23
1437052158000648200,10
1437056032182841300,14
1437059898718687200,13
1437065616180093e3,37
1437068815414796300,18
1437075396479103e3,22
1437082662993371100,10
1437093942726697e3,10
1437103147202359300,12
1437103358368682e3,21
1437111445842444300,17
143712135617758e4,13
1437127939972337700,12
1437141382574059500,13
1437164082411589600,14
1437194160079999e3,15
1437194511772528600,11
1437220015443521500,14
1437242221212885e3,10
1437284129607929900,12
1437296725757137e3,21
1437309910811828200,21
1437358103306113e3,12
1437383899596873700,12
1437390141354610700,31
1437405414581284900,25
1437408985641103400,30
1437431519103099e3,12
1437435350515949600,20
1437439425567412200,10
1437439703079338e3,30
1437441839964037e3,11
1437463814895702e3,84
1437472521226424300,31
1437479768258138e3,11
1437484752672641e3,11
1437486671113724e3,23
1437487921704153e3,107
1437493261925601300,31
1437512358130299e3,11
1437518433592254500,63
1437519175690465300,11
1437525602769252400,16
1437538924398841900,12
1.4375411814796001e+18,27
1437544902850752500,10
1437572783312093200,12
1437588574556283e3,14
1437664127393140700,26
1437677079659794400,12
1437695635474559e3,50
1437700431497531400,17
1437705261486125e3,21
1437742457605836800,18
1437750066371039200,12
1437766395069177900,24
1437773529479581700,12
1437773637084450800,13
1437774356092948500,11
1437785355453976600,16
1437785695293214700,45
1437787704486412300,12
1437789674240716800,17
1437791290738028500,28
1437792320380981200,52
1437797635180613600,13
1437798530203144200,11
1437812233564835800,14
143781311459516e4,17
1437813651646320600,15
1437826588494770200,19
1437850237662638e3,34
1437857307078054e3,33
1437866672766038e3,12
1437874642241343500,10
1437890702961172500,43
1437900485856477200,12
1437917461630931e3,25
1437918200453374e3,10
1.4379799247704801e+18,16
1438038256747225e3,14
1438053815270445e3,16
1438058383651872800,14
1438059473491345400,12
1438067880571048e3,11
1438093043207491600,20
1438103662987989e3,11
1438112479532441600,11
1438115247152377900,51
1438115783356338200,19
1438122061122134e3,11
1438122640078786600,19
1438122640875704300,18
1438128061111734300,22
1438128487290871800,13
1438129556058255400,13
1438129697469182e3,23
1438131328298496e3,11
1438133413781848e3,25
1438140538826395600,19
1438143075780644900,40
1438144961552294e3,12
1438151886650105900,12
1.4381695537590559e+18,12
1438176366445355e3,10
1438179564501577700,10
1438181078859190300,13
1438202478886015e3,16
1438211962320703500,11
1438225565765587e3,15
1438236663323545600,11
1438237106980204500,14
1438254370060185600,12
1438306043239481300,10
1438325755159711700,24
1438406141139202e3,23
1438407238394208300,16
1438410696253915100,14
1438413914195247e3,50
1438415777338691600,13
1438420712411254800,15
1438426421811163100,11
1438429413226524700,23
1.4384322274240799e+18,20
1438434010171158500,15
1438444343623364600,12
1438455480402186200,16
1438471889958146e3,29
1438472534077419500,11
1438473020767604700,13
143847648803516e4,10
1438479508244414500,10
1438487090010931200,21
1438489181819392e3,11
1438490523346612200,13
1438505946620174300,19
1438519083893334e3,16
1438525465799512e3,36
1438551527266963500,18
1438553458148323300,13
1438558449118421e3,21
1438562514829258800,11
1438564029518258200,16
1438565619926978600,19
1438574709029867500,28
1438583469148459e3,22
1438589374455816200,10
1438592796567478300,11
1438596992079437800,23
1438599791437566e3,17
1438603471515684900,12
1438615258122408e3,18
1438664009952149500,15
1438668372351324200,28
1438683148552970200,11
1438704466954539e3,19
1438713665180639200,15
1438730188712554500,18
1438743765137690600,13
1438761854743060500,10
1438770077512474600,10
1438783680806277e3,12
1438788420034310100,27
1.4387950284496159e+18,11
1438809071826702300,19
1438810425274024e3,13
1438811359538462700,10
1438812089003528200,10
1438813955699400700,21
1438836314422534100,18
1438855309515186200,37
1438882789848453e3,18
1438884197452636200,14
143888699502413e4,11
1438888869823455200,10
143890657609037e4,38
1438931982214254600,14
1438950699719606300,29
1438951576006283300,10
1438971908905709600,13
1438982529177034800,27
1438999277376884700,10
1439122231943213e3,61
1439148232794386400,20
1439151753895846e3,12
1439157639791972400,16
1439166838701793300,10
1439168511264370700,11
1439175426572697600,16
