followers,n
1894426680,16
1894506524,13
1894605518,10
1894620792,14
1894888478,22
1894941475,10
1895051238,11
1896469940,18
1896608604,13
1897267158,10
1897271610,12
1897342777,13
1897563919,20
1897650133,10
1897666344,27
1897777495,121
1897802028,15
1897911116,30
1897927974,18
1898395676,24
1898909802,27
1899356593,21
1899516967,11
1899607322,11
1899629064,39
1899714960,12
1899965522,151
1900078915,49
1900199550,69
1900492513,24
1900592736,11
1900806541,16
1900835353,38
1900963610,14
1901144413,12
1901166294,14
1901269687,16
1901272651,22
1901308651,14
1901449400,18
1901485681,14
1901519893,290
1901553128,12
1901664956,17
1901720641,12
1902171674,23
1903930436,19
1903958766,20
1904495767,46
1904576149,37
1904603785,11
1904695268,12
1904732756,10
1904742757,34
1904796872,29
1904992364,11
1904993803,21
1905020100,15
1905555277,25
1907329848,16
1907478384,79
1907677429,12
1907879564,24
1908087186,68
1908847202,26
1908870553,30
1909177884,19
1909216753,21
1909216818,16
1909434692,11
1911169507,63
1911425660,29
1911518250,11
1911651564,25
1911731102,17
1911756812,79
1911882996,22
1911909060,14
1912435945,10
1912610336,46
1913005322,33
1913174294,17
1913183124,11
1913404734,12
1913558233,20
1914109111,24
1914295879,131
1914368676,15
1914528108,17
1914683922,14
1914712602,13
1914732204,11
1914879324,57
1915045346,30
1915495675,17
1916650345,13
1916721728,90
1916923020,30
1917031496,20
1917098305,12
1917422780,45
1917527114,11
1917552324,44
1917642726,22
1917774553,14
1917792240,20
1918049970,11
1918192555,10
1919555702,34
1919815116,13
1920128155,22
1920274573,14
1920359970,39
1920487561,22
1920572172,11
1920691543,36
1921083037,10
1921307850,18
1922703656,51
1923039752,10
1923304296,12
1923445897,21
1923748657,70
1924099982,10
1924275630,19
1924674068,14
1925297354,14
1925946842,33
1926094105,17
1926153024,17
1927058899,13
1927075754,22
1927093964,50
1927714244,13
1927846225,10
1927954446,11
1928011952,14
1928070450,31
1929625242,11
1929654408,25
1929845012,19
1929967962,34
1930025695,18
1930105382,51
1930314277,28
1930460797,18
1930507238,12
1930589508,30
1931014729,91
1931572374,16
1931692146,11
1931873366,10
1932083570,11
1932788732,13
1933634852,28
1934078988,11
1934267250,157
1934433122,10
1934552599,130
1934566508,41
1934941458,14
1935083905,74
1935642870,10
1935811814,14
1936884649,10
1936984760,17
1937050968,10
1937981755,47
1938289490,10
1938342150,10
1939094083,39
1939733216,15
1940023748,11
1940114882,16
1940453419,15
1940773338,10
1940880494,12
1941401052,20
1941489668,14
1941497382,10
1941718572,49
1941792354,13
1941844591,14
1941952808,11
1942148251,36
1942179894,10
1942235996,21
1942657669,19
1943323717,15
1943509964,16
1943788536,14
1943811223,84
1943846762,10
1943897232,19
1943930744,34
1944015558,11
1944027451,14
1944069535,12
1944167149,19
1944291914,13
1944312216,33
1944338258,20
1944400862,86
1944588554,75
1945158612,64
1945211245,23
1945306862,60
1946177576,10
1946247168,16
1946271938,13
1946295098,17
1946706756,13
1946721306,15
1947268297,21
1947695100,15
1947771517,30
1947813882,14
1947848035,11
1948803530,31
1948921056,22
1949079318,88
1949093449,37
1949186316,12
1949252150,15
1949353400,24
1949360647,11
1949399156,11
1949648106,10
1949920460,22
1950037938,11
1950085580,15
1950152731,332
1950202118,31
1951101786,79
1951181658,100
1951241228,44
1951365108,22
1951415922,26
1951421131,18
1951657334,10
1951802832,10
1951973732,38
1951977860,33
1951982239,14
1952156917,12
1952304890,13
1953524455,11
1953595968,11
1953684127,42
1953770708,38
1954152535,18
1954465262,49
1954572524,75
1954976203,11
1955890164,24
1955903550,11
1956269502,16
1956380652,42
1956508188,16
1956940932,29
1957057244,24
1957116079,21
1957154654,19
1957407644,10
1957415706,37
1957515175,21
1958049380,59
1958432192,14
1958467302,19
1958696221,19
1958717298,22
1958813365,10
1958954948,16
1959029881,20
1959184970,23
1959260792,35
1959307999,11
1959312222,14
1959335520,235
1959392365,50
1959967694,10
1960183189,18
1960183416,50
1960293835,14
1960347086,15
1960370958,30
1960443038,25
1960626152,17
1960928034,19
1960996730,22
1961022762,19
1961059291,11
1962085380,72
1962614900,24
1962707022,10
1962970044,17
1962995509,18
1963072272,11
1963281169,49
1963291248,12
1963454299,16
1963493190,21
1963835622,14
1964264779,10
1964282768,14
1964312245,17
1964706374,14
1964809867,29
1964862696,17
1964874955,13
1964968478,17
1965050112,39
1965419533,10
1965476281,26
1965860414,21
1966279489,13
1966407416,14
1966673244,28
1966689312,16
1966794517,13
1966976160,41
1967140278,15
1967356038,10
1967366538,60
1967395764,22
1968382454,76
1968458826,12
1968489158,30
1968788065,34
1968814202,11
1968923624,21
1969614751,15
1969666574,14
1970631242,18
1970647580,26
1971233906,18
1971446622,14
1971746312,11
1971779012,12
1971795913,16
1972039458,19
1972164115,28
1972166574,31
1972197818,11
1972265430,39
1972295227,11
1972484718,11
1972550863,47
1972607924,14
1972868294,10
1972946522,10
1973349074,11
1974035485,14
1974197936,14
1974542136,58
1974592057,20
1974606942,23
1974771967,28
1975036861,15
1975064011,13
1975118394,34
1975142444,107
1975710386,56
1976044310,102
1976239832,11
1976256282,25
1976301151,25
1976670158,19
1978021608,36
1978044104,10
1978274894,15
1978319695,15
1978459182,13
1978480141,10
1978522309,14
1978587434,13
1978710487,14
1978914457,14
1979267582,28
1979272326,30
1979469114,569
1979669815,10
2147753370,20
2148247601,13
2148367740,15
2148492619,44
2148551609,20
2148588356,12
2148614262,10
2148618011,14
2148665960,16
2148731538,36
2148827200,14
2148839584,12
2148905572,14
2149062481,37
2149075675,64
2149103941,28
2149222300,15
2149544892,141
2149596645,79
2149798568,50
2149804446,17
2149818739,20
2150387222,18
2150471748,16
2150646822,10
2150845805,22
2150850558,112
2150881952,80
2150891593,22
2150930887,23
2150934830,11
2151038148,39
2151040609,11
2151273062,12
2151369139,10
2151552378,38
2151648536,15
2151773868,14
2151882426,11
2152441507,11
2152450170,28
2152523339,37
2152528367,20
2152604054,16
2152684651,12
2152732272,10
2152831243,18
2152868137,12
2152868254,32
2152896693,11
2152912890,21
2153019065,41
2153070215,11
2153225819,76
2153262595,10
2153352327,14
2153410266,21
2153608734,142
2153652354,16
2153678052,18
2153864006,27
2153947133,13
2153962157,11
2153977066,37
2154021184,116
2154573504,10
2154643773,31
2154659985,11
2154810505,30
2154823326,20
2154827097,47
2154924418,17
2154951172,12
2155038612,17
2155039080,10
2155107097,22
2155368101,17
2155381263,25
2155424100,21
2155649031,28
2155704824,33
2156369817,47
2156400730,27
2156407816,13
2156425746,15
2156803277,21
2157030979,13
2157071425,24
2157074733,26
2157147605,18
2157271192,114
2157359952,14
2157813082,51
2157820581,179
2157871112,11
2158383560,16
2158476544,11
2158542643,20
2158543815,12
2158563518,12
2158566106,19
2158637394,18
2158665546,13
2158966691,13
2159083219,23
2159084098,10
2159286030,11
2159308384,64
2159674327,11
2159747910,16
2159771392,10
2160163473,10
2160195605,15
2160240943,42
2160488810,11
2160508875,26
2160570914,27
2160937383,12
2161028548,10
2161264549,10
2161274356,10
2161443615,22
2161452287,17
2162155416,10
2162564498,31
2162669384,15
2162722478,24
2162876556,18
2162904015,17
2163142889,14
2163183225,29
2163217065,10
2163265987,36
2163442544,56
2163612285,10
2163678885,10
2163791851,20
2163821705,34
2164084683,11
2164355582,44
2164494644,10
2164556701,12
2164572174,14
2164616164,10
2164641247,12
2164752640,34
2164756629,69
2164791799,10
2164813108,10
2164869735,14
2164877246,17
2164912179,11
2165290601,11
2165505489,12
2165553635,51
2165574699,11
2165682202,14
2165946911,16
2166184459,10
2166253789,14
2166289798,17
2166362171,10
2166411510,10
2166433708,11
2166682629,31
2166847754,18
2166937823,77
2166981157,13
2167054052,10
2167105483,47
2167383823,17
2167383852,12
2167400797,31
2168016265,20
2168089231,18
2168093087,13
2168297388,20
2168408782,15
2168456803,24
2168679187,10
2168929526,31
2169141536,21
2169151238,16
2169218909,21
2169244265,15
2169244840,11
2169450982,14
2169585422,49
2169812975,19
2169961722,10
2170024643,23
2170238041,31
2170425518,13
2170550663,10
2170564008,11
2170649701,10
2170655027,14
2170732418,12
2170884809,20
2171336409,10
2171423273,14
2171592510,27
2171774127,18
2171996954,10
2172009782,28
2172068144,12
2172075094,25
2172096612,34
2172137004,21
2172198454,14
2172203360,19
2172211009,14
2172311113,13
2172443637,10
2172491697,146
2172492953,36
2172494182,10
2172572102,71
2172599592,17
2172898651,12
2172933186,13
2172995440,14
2172998344,11
2173279048,20
2173455401,11
2173565773,24
2173596900,16
2173610771,10
2173629193,15
2173697595,17
2173760688,24
2173810836,13
2173816779,23
2173821407,11
2173974644,37
2174107015,26
2174144223,10
2174164515,19
2174202082,11
2174261109,20
2174303813,15
2174360553,10
2174471207,11
2174512977,13
2174522399,10
2174625594,13
2174815507,48
2174855607,11
2174976491,29
2175065884,28
2175112204,11
2175302228,13
2175529552,10
2175553579,11
2175587570,12
2175613031,16
2175621540,38
2175788259,21
2175832845,29
2175839334,21
2175883022,25
2175946650,32
2176033994,29
2176036716,33
2176212419,11
2176257057,15
2176390298,10
2176769311,17
2176777020,10
2176784930,25
2176841904,34
2176972394,34
2176991300,53
2177035991,41
2177119771,10
2177172117,22
2177174218,16
2177197971,12
2177215972,65
2177411019,22
2177677889,11
2177678581,17
2177951566,11
2178255588,22
2178309620,137
2178364993,133
2178405632,20
2178441529,55
2178453007,11
2178479415,12
2178622791,10
2178641775,90
2178749759,11
2178975487,15
2179001988,92
2179246647,38
2179290657,12
2179414719,66
2179423749,11
2179886117,12
2179894487,80
2179911013,19
2179940362,15
2180104080,10
2180158054,25
2180189614,18
2180581599,18
2180755357,17
2180886529,17
2180940602,39
2181076304,82
2181137299,64
2181193175,12
2181598518,11
2181715055,11
2181730924,11
2181972276,18
2182051171,11
2182236774,14
2182321698,33
2182578244,31
2182643246,10
2182681527,14
2182689120,23
2182888098,21
2182986477,11
2183158478,13
2183208555,40
2183315193,38
2183412516,11
2183454063,13
2183629756,11
2183704648,14
2183811724,13
2183878292,34
2184248816,49
2184365107,13
2184463098,21
2184683724,18
2184862779,10
2185008332,14
2185010101,28
2185059702,12
2185229694,24
2185374280,30
2185595019,11
2186106667,10
2186153457,10
2186159581,20
2186357852,12
2186411154,21
2186423875,14
2186509061,17
2186555822,12
2186654417,14
2186703210,13
2186730031,10
2186757268,20
2187181763,16
2187337240,25
2187973198,21
2188074844,41
2188109058,18
2188116628,36
2188560913,66
2188659663,13
2188778419,12
2188872878,29
2188996281,12
2188997418,43
2189225427,16
2189237456,32
2189248437,11
2189302852,17
2189322022,10
2189323923,18
2190023790,18
2190027995,19
2190118637,11
2190389204,22
2190416350,14
2190428820,36
2190455019,17
2190502488,27
2190510442,12
2190710352,10
2190772172,11
2190789757,32
2190847303,14
2190916466,57
2190932457,10
2191035400,23
2191156638,11
2191219606,15
2191262806,43
2191397067,21
2191664073,13
2191668538,14
2191867849,14
2191884206,16
2191980021,14
2191983877,17
2192005789,12
2192047831,16
2192051155,10
2192104454,21
2192216759,40
2192275526,29
2192484222,12
2192578139,14
2192597397,13
2192832625,72
2192877838,14
2192894994,15
2192918145,18
2193176855,17
2193211341,29
2193236698,72
2193466126,17
2193876603,11
2193992341,35
2194035673,41
2194184301,10
2194271248,75
2194318390,13
2194398101,11
2194415803,11
2194446066,10
2194468753,21
2194497836,35
2194564833,14
2194576986,13
2194627962,43
2194687318,19
2194696129,13
2194724617,15
2194734589,12
2194806242,86
2194950745,13
2195472939,10
2195590484,43
2195608129,13
2195625131,19
2195739288,11
2195756076,12
2196110810,10
2196122634,23
2196531822,25
2196609840,10
2196731598,31
2196805420,18
2197188531,10
2197238038,26
2197688496,14
2197747390,37
2197804968,19
2197955503,26
2197992313,27
2198022364,14
2198192604,11
2198202844,29
2198210939,12
2198330213,12
2198576768,11
2199067713,16
2199102773,17
2199285134,14
2199360373,11
2199568194,12
2199596628,11
2199623555,12
2199623996,12
2199671966,12
2199850092,26
2199929706,13
2200136580,12
2200154851,28
2200184218,33
2200221028,16
2200278104,10
2200429609,19
2200805059,15
2200973498,25
2201056032,30
2201073348,36
2201136162,23
2201322356,22
2201375286,16
2201530555,22
2201619185,16
2201623084,180
2201681506,14
2202017161,11
2202055851,14
2202312941,16
2202359462,20
2202545813,14
2202775914,14
2202818381,11
2202899970,26
2202930497,13
2202952159,27
2203003126,26
2203035121,16
2203045557,19
2203079672,38
2203082802,15
2203169833,22
2203360220,15
2203470121,18
2203501022,10
2203529927,10
2203547192,10
2203620591,21
2203632122,19
2203751617,20
2203895173,42
2204049548,55
2204057318,28
2204303820,22
2204554730,35
2204571190,17
2204663424,24
2204691414,11
2204691572,15
2204801822,72
2204919986,17
2204926784,18
2204970151,11
2205052982,15
2205120853,17
2205137988,21
2205169561,234
2205280987,11
2205670134,16
2205676442,16
2206207407,11
2206289499,23
2206410329,18
2206456631,27
2206904682,19
2207004139,14
2207451008,25
2207462695,12
2207537059,11
2207549065,26
2207604759,18
2207627143,14
2207717173,13
2207796954,25
2207848313,17
2207949803,11
2208003194,11
2208486665,30
2208573992,10
2208631468,16
2208667263,12
2208702429,42
2208941498,10
2208965664,10
2209002799,14
2209021903,10
2209057436,25
2209385826,10
2209474676,10
2209485030,11
2209523307,12
2209558711,11
2209647026,19
2209737379,122
2209873367,10
2210431141,13
2210560658,18
2210713014,14
2210940817,11
2211005124,11
2211119042,17
2211155320,23
2211208358,13
2211286580,10
2211308364,11
2211349814,10
2211912512,14
2211952587,28
2212199907,17
2212459747,35
2212541752,35
2212648109,14
2212731369,30
2212799396,22
2212805950,28
2212819260,25
2212856005,25
2212913374,16
2213870731,11
2213910601,11
2214059952,10
2214078558,17
2214089928,17
2214109600,10
2214138757,10
2214175738,11
2214278651,17
2214434090,46
2214671928,24
2215451930,11
2215470371,11
2216001759,73
2216253319,18
2216290380,34
2216330028,24
2216392390,20
2216398776,34
2216448882,14
2216536586,226
2216739126,14
2217200645,13
2217229006,10
2217417306,24
2217451133,19
2217499026,10
2217782684,22
2217799401,18
2217986982,75
2218011199,39
2218215592,14
2218244666,15
2218334325,13
2218356111,13
2218443756,11
2219085469,13
2219390841,12
2219652288,13
2219806395,14
2220090921,16
2220094820,18
2220107138,23
2220148902,11
2220171680,14
2220291312,14
2220421432,11
2221139051,50
2221179012,24
2221218378,11
2221223430,15
2221331768,13
2221345302,29
2221379404,92
2221705825,10
2222224073,22
2222893488,10
2223034807,33
2223077929,306
2223159194,10
2223418195,32
2223503755,30
2223645875,12
2223674389,10
2223702264,20
2223771719,24
2223785107,14
2224008509,13
2224009203,24
2224625749,11
2224698455,13
2225063390,11
2225105786,33
2225141088,12
2225148639,13
2225250102,121
2225264910,16
2225344087,29
2225775921,29
2226008421,10
2226179078,10
2226524167,80
2226684430,33
2226719370,12
2226858448,10
2226863923,10
2226914927,15
2226934134,18
2226988521,13
2227000316,19
2227055134,42
2227218704,12
2227359414,22
2227386222,10
2227414482,18
2227865793,25
2228177761,65
2228295217,10
2228308040,10
2228386981,15
2228579065,17
2228602843,19
2228653349,35
2228747353,14
2228810308,11
2228817972,47
2228840179,15
2229231364,40
2229820977,10
2229877918,16
2230010466,18
2230068650,10
2230133334,27
2230449493,13
2230462938,16
2230513609,13
2230674535,10
2230688944,17
2231127931,25
2231155113,21
2231230688,13
2231290577,10
2231400068,21
2231410614,21
2231548206,12
2231707779,12
2231934912,15
2232058642,21
2232117081,46
2232136901,15
2232216201,20
2232679812,18
2232744911,13
2232982820,16
2232997145,14
2233253397,14
2233256341,12
2233370076,10
2233383668,10
2233495877,28
2233807845,73
2233984736,13
2234158836,27
2234215489,37
2234437296,33
2234444984,29
2234579251,119
2234621049,48
2234697665,15
2234745702,21
2234834167,10
2234877833,14
2234969485,16
2235223822,10
2236392064,171
2236450454,11
2236463867,22
2236595840,12
2236598071,10
2236744144,40
2237023264,12
2237308658,20
2237484848,18
2237761772,11
2237903148,166
2237914992,30
2237985946,12
2238050065,18
2238100237,26
2238101881,10
2238121555,10
2238306708,35
2238401645,12
2238529186,18
2238755740,36
2238852438,25
2238907681,21
2239027446,45
2239094417,13
2239293602,20
2239341482,82
2239391203,11
2239604095,16
2239746625,172
2239834208,24
2239848002,14
2239944479,10
2240345678,13
2240677339,28
2240797032,167
2240905681,77
2241111392,14
2241168278,11
2241207140,31
2241280002,13
2241590173,11
2242129796,13
2242133107,11
2242158603,15
2242226878,28
2242393493,35
2242473041,426
2242556720,12
2242690619,342
2243060014,30
2243345128,19
2243358569,13
2243430665,10
2243539702,15
2243570495,14
2243631663,10
2243949416,14
2244001657,15
2244235530,56
2244312223,37
2244440876,30
2244593352,11
2245001391,44
2245078275,17
2245320677,21
2245457849,22
2245614367,17
2245694661,10
2245772334,16
2245799620,133
2245897833,12
2245931045,10
2245967843,27
2246050237,34
2246072257,24
2246096920,13
2246142160,20
2246162312,12
2246311015,11
2246509937,12
2246892861,27
2246964420,12
2247025700,15
2247248313,24
2247501671,50
2247685557,11
2247691861,46
2247748401,91
2248449794,15
2248489746,14
2248545698,34
2248565467,12
2248605114,10
2248616800,37
2248632528,14
2248684005,70
2248774082,39
2248834386,18
2248908341,16
2248931762,18
2248991324,12
2249005440,15
2249085248,11
2249130594,12
2249132983,13
2249302730,10
2249336576,33
2249484055,18
2249922323,39
2249972370,10
2250075903,16
2250083229,13
2250143148,16
2250164264,76
2250213234,33
2250420854,18
2250450765,14
2250473542,59
2250542252,10
2250632873,54
2250878883,12
2251036310,36
2251096525,12
2251148231,11
2251525739,10
2251671759,22
2251673378,27
2251697804,22
2251719547,30
2251737919,11
2251981139,12
2252353471,10
2252653652,11
2253382292,24
2253613345,15
2253728490,12
2253792994,14
2253882347,47
2254071810,15
2254186052,17
2254216695,35
2254221615,55
2254604409,10
2254758984,19
2254905257,24
2254977564,33
2255284916,12
2255404564,47
2255503579,23
2255942423,33
2256037185,12
2256146736,55
2256300209,57
2256353136,14
2256423854,10
2256526912,12
2256549894,62
2256780101,64
2256965241,15
2257026615,10
2257347088,10
2257481400,12
2257609153,10
2257706552,10
2257712438,12
2257970425,19
2258002717,11
2258009940,17
2258017766,12
2258190516,56
2258258808,65
2258274182,64
2258688885,11
2258733725,15
2258750593,10
2258820082,78
2259115659,10
2259289014,10
2259343705,11
2259439308,10
2259786777,12
2259801962,15
2259822111,12
2259999948,25
2260231892,30
2260260461,14
2260326929,10
2260393222,13
2260419373,11
2260490688,12
2260695056,36
2261204939,37
2261320772,38
2261854020,10
2261945731,13
2262000907,32
2262511344,30
2262541294,91
2262579491,15
2262804434,10
2263243130,14
2263507955,14
2263787913,31
2263839602,11
2263876264,12
2264018602,16
2264065368,11
2264569453,39
2264598746,10
2264801190,17
2264883931,21
2265045861,10
2265075008,12
2265393762,10
2265511859,10
2265635771,10
2265873422,80
2265934328,20
2265944035,26
2266144902,13
2266174561,23
2266412437,15
2266431838,10
2266515930,11
2266864286,18
2266912899,26
2267045274,33
2267051835,24
2267178626,11
2267212471,10
2267253552,10
2267626169,12
2268024930,11
2268184670,13
2268598022,22
2268702381,10
2268720896,14
2268823466,46
2269028206,18
2269033310,21
2269108381,12
2269128276,10
2269262625,14
2269397476,20
2269545313,13
2269632757,28
2270147666,12
2270336832,17
2270405436,13
2270434165,26
2270554213,12
2270603959,15
2271593945,16
2271668763,39
2271807984,11
2271938053,275
2272264372,12
2272473357,19
2272518539,15
2272689429,10
2272710044,16
2272822424,27
2272829093,10
2272842026,56
2272858971,13
2273071802,13
2273086554,13
2273280661,26
2273298919,102
2273353571,50
2273437220,32
2273440470,19
2273500125,21
2273573185,13
2273589025,14
2273633215,18
2273755301,15
2274563055,22
2274572204,20
2274617574,14
2274682027,15
2274727016,53
2274848592,10
2274865796,19
2274866487,23
2275026142,10
2275116150,18
2275121634,64
2275192974,15
2275245507,11
2275466133,12
2275662627,10
2275750539,194
2275906968,21
2275987948,11
2276024480,45
2276161062,12
2276238751,12
2276487664,18
2276500859,10
2276587440,44
2276674519,28
2276715218,10
2276884890,11
2276919663,11
2277046535,27
2277055846,11
2277068509,18
2277345908,12
2277497769,11
2277553261,16
2277739503,12
2277803023,11
2277835029,55
2277843429,198
2277982502,18
2277993121,10
2278306814,18
2278810226,26
2278969953,12
2279043439,13
2279063672,10
2279070006,43
2279150990,32
2279164710,32
2279366419,76
2279375599,18
2279471162,25
2279508960,17
2279519761,13
2279567761,18
2279680742,11
2279701994,129
2279703126,17
2279734004,18
2279907095,10
2279916309,22
2279948196,26
2279988233,18
2280150881,33
2280317978,26
2280335220,107
2280376968,22
2280440490,47
2280598369,11
2280696486,53
2280702162,19
2280752737,291
2280919478,65
2280972601,10
2281039711,11
2281298139,28
2281989520,22
2282174820,16
2282205432,18
2282306651,10
2282379000,13
2282450016,177
2282463560,81
2282490986,12
2282508740,11
2282543370,11
2282603898,10
2282680574,12
2282843461,30
2283309630,29
2283398906,10
2283740245,10
2283774763,35
2283775742,37
2283779701,29
2283795541,23
2283821437,14
2283877807,37
2283900146,32
2283901092,15
2283908682,119
2283934968,10
2284006608,12
2284105269,11
2284133141,80
2284787226,23
2284837939,22
2284924819,31
2284935679,11
2285097206,32
2285121702,16
2285302028,14
2285320590,23
2285441022,12
2285599782,16
2285679660,11
2285697410,16
2285732596,61
2285808913,14
2285833929,12
2285867538,16
2286066792,41
2286139249,16
2286151216,21
2286178753,31
2286189461,11
2286253449,16
2286418987,10
2286570807,11
2286620662,11
2286758381,14
2286865986,20
2286887172,15
2287038247,13
2287122132,12
2288091624,11
2288267700,20
2288305973,17
2288385386,10
2288450587,15
2288573298,24
2288584845,13
2288614201,11
2288614666,12
2288660241,22
2288779414,33
2288807104,43
2289225456,12
2289289798,11
2289322438,10
2289516140,16
2289543252,14
2289622014,10
2289893508,13
2289932966,36
2289972274,12
2289978930,87
2290198087,27
2290304437,13
2290478361,53
2290493894,15
2290718627,12
2290722092,10
2290797657,49
2290820744,11
2290914812,23
2291007176,12
2291060852,10
2291246566,16
2291440760,13
2291540120,11
2291552478,10
2291577538,25
2291619807,39
2291724332,10
2291740776,11
2291783976,26
2291915889,78
2292335058,109
2292465163,14
2292472164,27
2292474648,20
2292668516,39
2292708218,17
2292856268,29
2293039856,20
2293062320,12
2293305706,28
2293411269,16
2293444867,12
2293452861,17
2293537606,10
2293597998,14
2293658141,11
2293699715,10
2294138015,17
2294185341,37
2294430770,27
2294581447,11
2294603766,11
2294640268,10
2294642389,13
2294684425,12
2294823740,12
2294831666,27
2294981592,11
2294996934,11
2295023450,18
2295091734,52
2295140841,10
2295154391,10
2295182901,13
2295303977,50
2295758979,20
2295832071,12
2295916830,50
2295950541,27
2296221746,11
2296391035,22
2296497217,11
2296583557,27
2296658700,10
2296797530,24
2296821036,13
2296917292,32
2297721577,17
2297838612,12
2297893297,14
2297925369,25
2297947970,33
2297967882,10
2298088806,38
2298215748,11
2298421461,24
2298646916,25
2298746747,40
2298943893,24
2299014225,31
2299184819,45
2299204834,18
2299281750,18
2299354667,13
2299429788,16
2299435766,10
2299638894,21
2299719306,14
2300004948,14
2300146882,12
2300186293,20
2300233237,14
2300242783,89
2300279940,12
2300394960,23
2300652824,19
2301172290,19
2301337719,14
2301390738,18
2301394852,16
2301509469,18
2301563598,10
2301584114,18
2301605736,17
2301784195,11
2301843464,19
2301942697,31
2302212143,11
2302294217,11
2302384961,22
2302851355,11
2303039246,12
2303053896,14
2303060292,11
2303307945,10
2303654576,14
2303722339,12
2303739887,37
2303769547,17
2303812613,15
2303974864,12
2304051797,16
2304258970,78
2304551685,17
2305057104,118
2305161698,23
2305246162,25
2305486188,15
2305681377,35
2305880735,15
2306242342,11
2306259749,11
2306333052,73
2306399024,15
2306543590,20
2306577213,19
2306806099,10
2306906120,12
2306911896,39
2306952913,28
2306959230,92
2306959717,22
2307031700,14
2307061274,11
2307071090,22
2307209193,14
2307254876,10
2307295213,28
2307325717,48
2307452650,22
2307743979,13
2307865916,80
2307873432,11
2307976502,72
2308030358,10
2308039267,15
2308058434,13
2308074080,23
2308124883,21
2308194029,43
2308321610,11
2308536067,10
2308618158,11
2308657352,15
2308660002,712
2308717297,13
2309114521,13
2309702865,21
2309819113,17
2309873934,24
2310008166,11
2310081313,55
2310362870,13
2310406536,10
2310436002,14
2310575183,11
2310681624,34
2310708942,15
2310735433,19
2310815791,21
2311170166,13
2311178068,11
2311328388,25
2311397402,63
2311414358,15
2311635647,63
2311637070,16
2311758052,13
2311815338,225
2311867417,44
2311873585,40
2312229032,15
2312351036,26
2312455318,22
2312475354,44
2312549791,14
2313307410,14
2313396830,13
2313672523,11
2313690253,13
2313712782,81
2313729931,23
2313813865,52
2313861176,21
2313863049,15
2313996448,10
2314275133,10
2314417015,12
2314431073,11
2314436568,23
2314455983,51
2315181966,10
2315466320,16
2315488493,19
2315718860,16
2315768366,34
2315783127,13
2315934853,51
2316016350,12
2316031730,10
2316072261,12
2316080252,18
2316097711,14
2316381587,13
2316483203,34
2316517903,18
2316713534,10
2316725590,10
2316758686,27
2316805908,27
2316871753,12
2316885324,10
2316906156,31
2317016145,10
2317366712,32
2317644771,60
2317788309,32
2318282129,53
2318384005,12
2318424459,78
2318483638,14
2318488529,27
2318592172,22
2318592679,28
2318687556,10
2318778441,10
2318829255,13
2318863699,42
2318915005,20
2319344509,46
2319531269,13
2319580750,19
2319591512,11
2319596769,15
2319661565,13
2319685368,18
2319876137,22
2319990605,12
2320097386,15
2320099131,16
2320191195,10
2320521608,13
2320527193,18
2320536731,13
2320541346,13
2320563138,14
2320606982,20
2320611553,24
2320854956,10
2320973228,18
2321305256,11
2321372778,34
2321440471,30
2321599438,10
2321617293,29
2321664485,13
2321934004,26
2321965148,10
2322151406,17
2322440760,45
2322473017,13
2322619172,13
2322711826,30
2322993571,17
2323121419,10
2323571408,27
2323592167,17
2323626811,10
2324024580,12
2324140405,12
2324164602,14
2324177546,25
2324327984,12
2324364864,27
2324369666,21
2324393891,15
2324464315,14
2324467124,16
2324468402,16
2324471045,86
2324755539,10
2325119911,18
2325287643,22
2325301016,72
2325503847,13
2325544074,83
2325555716,10
2325636944,10
2325714554,10
2325716882,14
2325807181,29
2325849918,45
2325913745,24
2325973672,12
2326149674,18
2326599419,13
2326762340,16
2326802834,58
2326828721,14
2326840970,10
2326867783,100
2326979324,22
2327186510,18
2327200273,12
2327255725,24
2327278279,10
2327281848,94
2327293524,12
2327403967,24
2327447448,30
2327597856,13
2327629808,10
2327638484,11
2327684695,53
2327782830,24
2327964493,35
2328481597,15
2328492739,13
2328509178,11
2328548888,11
2328632377,10
2328735554,51
2328768848,21
2328792196,258
2328798352,11
2328802998,17
2328808419,33
2328834619,17
2328853100,23
2328910836,10
2329037816,17
2329053451,39
2329093855,41
2329514606,66
2329898608,12
2329996574,16
2330099088,25
2330177127,10
2330313835,16
2330354059,17
2330362369,239
2330443499,17
2330703934,25
2330919448,18
2330939783,24
2331480293,12
2331687192,25
2331699384,21
2331747024,58
2331795924,11
2331849592,46
2331851678,11
2331867475,67
2331882682,11
2331912663,11
2331943178,13
2331969927,36
2331995246,45
2332265770,10
2332281492,12
2332377001,16
2332408897,14
2332430527,20
2332490462,27
2332588204,12
2332605832,21
2332795869,36
2332990461,11
2333108202,20
2333200626,12
2333308567,12
2333476728,12
2333652104,10
2333734135,13
2333755488,11
2333902866,141
2333949927,11
2334017449,12
2334028614,23
2334135428,10
2334204248,11
2334337071,12
2334452008,17
2334595871,17
2334650525,14
2334925568,10
2334933074,18
2335015681,19
2335028496,14
2335048928,18
2335143428,16
2335330308,16
2335357656,15
2335456002,36
2335480540,12
2335634174,11
2335761548,14
2335823075,11
2335985337,10
2336025627,14
2336283057,13
2336344313,11
2336392041,39
2336474598,11
2336510246,10
2336658344,28
2336660706,13
2336712218,12
2336799492,19
2337056010,13
2337057036,18
2337289912,11
2337348082,29
2337375914,28
